TRANSLATOR,SOURCE_LANG,TARGET_LANG,HOURLY_RATE,MANUFACTURER_INDUSTRY,TASK_TYPE,PM,FORECAST_mean,HOURLY_RATE_mean,QUALITY_EVALUATION_mean,SOURCE_LANG_EMBED,TARGET_LANG_EMBED,INDUSTRY_EMBED
Salomon Kimberly,English,Spanish_Global,12.666666666666666,"Technology Hardware, Storage & Peripherals",Translation,BMT,6.4213815789473685,15.671052631578947,7.328947368421052,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.05821279 -0.05821069  0.13881628 -0.04064738 -0.0069968   0.07730105
 -0.02944199 -0.04357552  0.0835914   0.16974896]","[ 0.00565127  0.05642691 -0.01672912 -0.0658633  -0.00817138  0.10434441
  0.04380587 -0.10265152  0.06030599  0.06691931]"
Sanson,English,Catalan,16.9,"Technology Hardware, Storage & Peripherals",ProofReading,BMT,2.569675925925926,19.604938271604937,7.0092592592592595,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.04949501 -0.07142061 -0.00582804 -0.0103675  -0.01959093 -0.01621186
 -0.05137381  0.03337552  0.03752217  0.05064603]","[ 0.00565127  0.05642691 -0.01672912 -0.0658633  -0.00817138  0.10434441
  0.04380587 -0.10265152  0.06030599  0.06691931]"
Scarlett,Catalan,English,28.333333333333332,Health Care Facilities,ProofReading,RMT,4.575,26.5,7.5,"[ 0.04949501 -0.07142061 -0.00582804 -0.0103675  -0.01959093 -0.01621186
 -0.05137381  0.03337552  0.03752217  0.05064603]","[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[-0.06084788 -0.16297893  0.06373858 -0.0323597  -0.01416619  0.05499223
 -0.05170731  0.10457809 -0.01803826 -0.01270565]"
Sergi,English,Catalan,20.0,Communications Equipment,Translation,RMT,3.665,20.0,7.0,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.04949501 -0.07142061 -0.00582804 -0.0103675  -0.01959093 -0.01621186
 -0.05137381  0.03337552  0.03752217  0.05064603]","[-0.00962669  0.01952609 -0.02710957 -0.01522655  0.00232967  0.1162122
  0.0648564  -0.07636858  0.04060648  0.08880821]"
Severino,English,Spanish_Iberian,14.5,Communications Equipment,Translation,RMT,3.908692033293698,15.265160523186683,6.8228299643281805,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[-0.00962669  0.01952609 -0.02710957 -0.01522655  0.00232967  0.1162122
  0.0648564  -0.07636858  0.04060648  0.08880821]"
Simon,English,Spanish_Global,13.666666666666666,Internet Services & Infrastructure,Translation,RMT,5.601881188118812,16.95049504950495,6.836633663366337,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.05821279 -0.05821069  0.13881628 -0.04064738 -0.0069968   0.07730105
 -0.02944199 -0.04357552  0.0835914   0.16974896]","[-0.06525061  0.02902457  0.03284153 -0.06585586 -0.02067651  0.04494146
 -0.03462073 -0.0873913  -0.10174164  0.07483237]"
Sixto Casimiro,English,Catalan,15.6875,Application Software,Translation,BMT,17.387049180327868,15.819672131147541,6.967213114754099,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.04949501 -0.07142061 -0.00582804 -0.0103675  -0.01959093 -0.01621186
 -0.05137381  0.03337552  0.03752217  0.05064603]","[-0.05101885  0.01330057  0.06103686 -0.02278463  0.02485974  0.02418976
 -0.02673537 -0.0733524  -0.09887369  0.06420951]"
Sussana,English,Catalan,14.0,Application Software,Translation,BMT,16.177894736842106,14.157894736842104,6.881578947368421,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.04949501 -0.07142061 -0.00582804 -0.0103675  -0.01959093 -0.01621186
 -0.05137381  0.03337552  0.03752217  0.05064603]","[-0.05101885  0.01330057  0.06103686 -0.02278463  0.02485974  0.02418976
 -0.02673537 -0.0733524  -0.09887369  0.06420951]"
Tadeo,Dutch,Spanish_Iberian,23.428571428571427,Household Products,Translation,BMT,5.02,19.0,9.0,"[-0.0365377   0.00776961  0.0175278  -0.01601496 -0.01696754 -0.04548374
  0.02090783  0.0526927  -0.02462593  0.04186139]","[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[ 0.01169172 -0.00187587 -0.05932122 -0.01286118 -0.04646305 -0.0191711
 -0.0506473   0.05348986  0.08258484 -0.02914182]"
Tadeo Patricio,English,Spanish_Global,13.666666666666666,Health Care Facilities,ProofReading,PMT,5.277647058823529,14.529411764705882,6.823529411764706,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.05821279 -0.05821069  0.13881628 -0.04064738 -0.0069968   0.07730105
 -0.02944199 -0.04357552  0.0835914   0.16974896]","[-0.06084788 -0.16297893  0.06373858 -0.0323597  -0.01416619  0.05499223
 -0.05170731  0.10457809 -0.01803826 -0.01270565]"
Teodora,English,Romanian,32.5,Health Care Facilities,Translation,RMT,17.735,32.5,7.0,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.01794962 -0.04015233 -0.04985769 -0.00347622 -0.03706875  0.03551728
  0.03598668  0.04242663 -0.02649984 -0.01521299]","[-0.06084788 -0.16297893  0.06373858 -0.0323597  -0.01416619  0.05499223
 -0.05170731  0.10457809 -0.01803826 -0.01270565]"
Timoteo Baldomero,German,Spanish_Iberian,16.75,Health Care Equipment,Translation,RMT,5.606,17.6,7.4,"[-0.01313859 -0.04253142  0.02580829 -0.02932405 -0.03889363 -0.04045099
  0.05458819  0.02515613 -0.04223937  0.03846855]","[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[-0.05109702 -0.10462613 -0.02211872  0.03214601 -0.0092169   0.15899825
  0.00144943  0.08180737  0.08490199  0.04844176]"
Usula,English,Spanish_Iberian,15.8,"Technology Hardware, Storage & Peripherals",Translation,BMT,3.9545473684210526,17.71578947368421,7.2631578947368425,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[ 0.00565127  0.05642691 -0.01672912 -0.0658633  -0.00817138  0.10434441
  0.04380587 -0.10265152  0.06030599  0.06691931]"
Valentin,English,Spanish_Global,15.333333333333334,Health Care Facilities,ProofReading,BMT,5.536,14.4,6.4,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.05821279 -0.05821069  0.13881628 -0.04064738 -0.0069968   0.07730105
 -0.02944199 -0.04357552  0.0835914   0.16974896]","[-0.06084788 -0.16297893  0.06373858 -0.0323597  -0.01416619  0.05499223
 -0.05170731  0.10457809 -0.01803826 -0.01270565]"
Valeriano,English,Catalan,19.941176470588236,Trading Companies & Distributors,Translation,PMT,6.224,18.918518518518518,7.118518518518519,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.04949501 -0.07142061 -0.00582804 -0.0103675  -0.01959093 -0.01621186
 -0.05137381  0.03337552  0.03752217  0.05064603]","[-0.01989399  0.08402714 -0.0744723  -0.02723608 -0.02650884 -0.06130442
 -0.00825088  0.0008051   0.02731935 -0.03058985]"
Valerio,English,Spanish_Global,17.8,Communications Equipment,ProofReading,RMT,8.763867924528302,17.00943396226415,7.09433962264151,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.05821279 -0.05821069  0.13881628 -0.04064738 -0.0069968   0.07730105
 -0.02944199 -0.04357552  0.0835914   0.16974896]","[-0.00962669  0.01952609 -0.02710957 -0.01522655  0.00232967  0.1162122
  0.0648564  -0.07636858  0.04060648  0.08880821]"
Victor,English,Spanish_Iberian,18.0,Application Software,Engineering,BMT,0.7765065502183406,13.541484716157205,6.973799126637554,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[-0.05101885  0.01330057  0.06103686 -0.02278463  0.02485974  0.02418976
 -0.02673537 -0.0733524  -0.09887369  0.06420951]"
Victorino,English,Spanish_Iberian,20.0,Industrial Machinery,Translation,PMT,2.56,20.0,7.1,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[ 0.02294636 -0.040781   -0.0532133   0.06001566  0.01372087  0.06161886
  0.06200593 -0.06508689  0.06810737  0.04516603]"
Vidal Abelardo,English,Spanish_Iberian,16.5,Health Care Facilities,Translation,BMT,10.674166666666666,15.083333333333334,7.25,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[-0.06084788 -0.16297893  0.06373858 -0.0323597  -0.01416619  0.05499223
 -0.05170731  0.10457809 -0.01803826 -0.01270565]"
Vidal Liduvina,Catalan,Spanish_Global,20.0,Health Care Facilities,ProofReading,PMT,4.765555555555555,20.0,7.222222222222222,"[ 0.04949501 -0.07142061 -0.00582804 -0.0103675  -0.01959093 -0.01621186
 -0.05137381  0.03337552  0.03752217  0.05064603]","[ 0.05821279 -0.05821069  0.13881628 -0.04064738 -0.0069968   0.07730105
 -0.02944199 -0.04357552  0.0835914   0.16974896]","[-0.06084788 -0.16297893  0.06373858 -0.0323597  -0.01416619  0.05499223
 -0.05170731  0.10457809 -0.01803826 -0.01270565]"
Wolfgang,English,German,29.0,Semiconductors & Semiconductor Equipment,Translation,PMT,0.96,29.0,7.0,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[-0.01313859 -0.04253142  0.02580829 -0.02932405 -0.03889363 -0.04045099
  0.05458819  0.02515613 -0.04223937  0.03846855]","[ 0.03847738  0.0284681  -0.03593983 -0.08260708 -0.01762341  0.08452499
  0.06150456 -0.12141487  0.077219    0.01347126]"
Xoana,English,Spanish_Iberian,15.176470588235293,Internet Services & Infrastructure,ProofReading,RMT,8.513829787234043,15.24468085106383,7.053191489361702,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.07354073 -0.0826873   0.13859886 -0.06089956 -0.01735869  0.08285626
 -0.02653239  0.01009069  0.06063478  0.14612961]","[-0.06525061  0.02902457  0.03284153 -0.06585586 -0.02067651  0.04494146
 -0.03462073 -0.0873913  -0.10174164  0.07483237]"
Yoselin Teofila,English,Portuguese_Brazil,21.0,Trading Companies & Distributors,Translation,PMT,2.315,25.75,7.875,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.06135342 -0.02564566  0.11521641 -0.0583253   0.00413268  0.08215768
 -0.00474831  0.0214661   0.00995734  0.16249001]","[-0.01989399  0.08402714 -0.0744723  -0.02723608 -0.02650884 -0.06130442
 -0.00825088  0.0008051   0.02731935 -0.03058985]"
Zacarias Marcelino,English,Spanish_Global,20.6,Health Care Facilities,ProofReading,PMT,8.351186440677965,20.389830508474578,7.11864406779661,"[-0.03204311 -0.05257272  0.04719335 -0.04436722 -0.04716759 -0.0723201
  0.02152008 -0.00782482  0.02313956  0.10111277]","[ 0.05821279 -0.05821069  0.13881628 -0.04064738 -0.0069968   0.07730105
 -0.02944199 -0.04357552  0.0835914   0.16974896]","[-0.06084788 -0.16297893  0.06373858 -0.0323597  -0.01416619  0.05499223
 -0.05170731  0.10457809 -0.01803826 -0.01270565]"
